gbif_id,taxon_name,decimal_latitude,decimal_longitude
1880516749,Axis axis,21.149049,70.652219
1839229904,Axis axis,29.577637,78.874283
1807271751,Axis axis,25.957345,76.388422
1802740877,Axis axis,22.022336,88.828319
1291116183,Axis axis,13.66321,79.377766
1676720239,Axis axis,27.164709,77.519875
920683351,Axis axis,23.663864,81.013351
1676720222,Axis axis,29.528658,78.828278
1891289846,Axis axis,21.762953,79.339113
1572346092,Axis axis,27.535065,84.451904
665794827,Axis axis,19.41667,80.066673
1831189286,Axis axis,22.896029,86.158734
891761215,Axis axis,11.971318,76.275415
1883959031,Axis axis,11.579831,76.586067
891064918,Axis axis,11.67119,76.36878
899944399,Axis axis,27.168528,77.528114
665915042,Axis axis,21.76667,82.900002
1914364233,Axis axis,19.919534,79.391707
1579852676,Axis axis,21.168085,70.637543
665796815,Axis axis,27.9,80.800003
1805897712,Axis axis,27.57646,84.359894
1890710527,Axis axis,27.557836,84.318494
1839222493,Axis axis,29.53045,78.774719
920683446,Axis axis,13.001212,80.229378
1455586554,Axis axis,25.969033,76.452862
1913658044,Axis axis,21.837976,88.885199
1088972456,Axis axis,27.21731,77.49009
1039524842,Axis axis,22.5833,88.35
1337988720,Axis axis,27.329075,76.432571
1088897778,Axis axis,21.733026,89.117412
891090683,Axis axis,22.298274,80.58828
1807271741,Axis axis,27.179118,77.509417
1898801471,Axis axis,11.986501,76.362559
1838022378,Axis axis,26.024833,76.503488
1839211170,Axis axis,26.027738,76.458702
1880640677,Axis axis,11.59279,76.587402
1453260423,Axis axis,25.983779,76.365044
865717722,Axis axis,11.57217,76.64271
1291061481,Axis axis,11.780653,76.626205
891090691,Axis axis,29.530014,78.77466
1676720248,Axis axis,25.996315,76.49231
1845053797,Axis axis,27.16,77.52
1677281499,Axis axis,24.651756,79.96505
665799611,Axis axis,26.799999,82.199997
1453055590,Axis axis,29.53333,78.93528
1847450491,Axis axis,20.243517,79.376906
1805897711,Axis axis,27.575333,84.492401
1837761492,Axis axis,27.537367,84.366475
920683384,Axis axis,15.375902,74.21093
1571131997,Axis axis,19.150966,72.883129
1579852655,Axis axis,22.411028,80.608063
1847459595,Axis axis,23.722454,81.024219
1891348025,Axis axis,20.340186,79.276769
665914298,Axis axis,22,79
686466977,Axis axis,22.3013751514753,81.0942768504091
1671734359,Axis axis,26.055339,76.496294
1891338865,Axis axis,27.554,84.451
1901032706,Axis axis,27.161957,77.52214
1807271747,Axis axis,27.159269,77.5232
891133804,Axis axis,22.301668,80.48611
1891338807,Axis axis,27.587723,84.480575
1671733922,Axis axis,21.182865,70.611942
1891316806,Axis axis,12.990405,80.231297
1807324538,Axis axis,23.58916,80.41992
1579852668,Axis axis,27.506445,84.622536
899961829,Axis axis,23.025473,86.708608
891090712,Axis axis,26.017327,76.502574
1807324627,Axis axis,26.05,76.435277
920683371,Axis axis,27.468269,84.47963
1455588425,Axis axis,26.01279,76.50619
1847449964,Axis axis,20.253179,79.377594
1836662534,Axis axis,6.338991,81.465683
1572345877,Axis axis,6.459452,80.902119
891148605,Axis axis,6.450411,81.496582
920683287,Axis axis,6.472245,80.889587
1571121558,Axis axis,8.088871,79.967357
899938944,Axis axis,6.500942,81.451447
1305123673,Axis axis,6.284345,81.423478
1836651909,Axis axis,6.469419,80.882034
1802740503,Axis axis,6.386889,81.470353
1703155773,Axis axis,6.473889,80.898611
1920846191,Axis axis,6.345525,81.236164
1881033490,Axis axis,8.304509,80.149467
1676720231,Axis axis,6.427213,81.572113
1586105632,Axis axis,6.36307,81.213684
1802740489,Axis axis,6.398211,81.463144
1831186520,Axis axis,6.316882,81.406125
1703155701,Axis axis,8.331077,80.03746
1831172188,Axis axis,6.280029,81.402006
1881033493,Axis axis,6.45396,81.204636
1838037094,Axis axis,6.383542,81.462707
1088967635,Axis axis,8.453356,80.068359
1305118838,Axis axis,8.027792,80.872403
1913697152,Axis axis,7.888778,80.737679
1640053911,Axis axis,6.480509,80.906346
